/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-01-01.npy|black beauty : the autobiography of a horse .~|0 2 3 4 5 6 7 8|1 4 4 1 7 7 4 1|amod punct det appos case det nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-02.npy|a thief .~|0 2|1 1|det punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-03.npy|my new master was an unmarried man .~|0 1 2 3 4 5 7|2 2 6 6 6 6 6|nmod:poss amod nsubj cop det amod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-04.npy|he lived at bath , and was much engaged in business .~|0 2 3 4 5 6 7 8 9 10 11|1 3 1 8 8 8 8 1 10 8 1|nsubj case obl punct cc aux:pass advmod conj case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-05.npy|his doctor advised him to take horse exercise , and for this purpose he bought me .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16|1 2 2 5 2 7 5 14 14 12 12 14 14 2 14 2|nmod:poss nsubj obj mark xcomp compound obj punct cc case det obl nsubj conj obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-06.npy|he hired a stable a short distance from his lodgings , and engaged a man named filcher as groom .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19|1 6 6 6 6 1 9 9 1 12 12 1 14 12 14 15 18 15 1|nsubj det amod det amod obj case nmod:poss obl punct cc conj det obj acl xcomp case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-07.npy|my master knew very little about horses , but he treated me well , and i should have had a good and easy place but for circumstances , of which he was ignorant .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33|1 2 4 2 6 4 10 10 10 2 10 10 18 18 18 18 18 2 23 23 22 20 18 32 26 32 32 29 32 32 32 23 2|nmod:poss nsubj advmod obj case obl punct cc nsubj conj obj advmod punct cc nsubj aux aux conj det amod cc conj obj cc case obl punct case obl nsubj cop acl:relcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-08.npy|he ordered the best hay with plenty of oats , crushed beans , and bran , with vetches , or rye grass , as the man might think needful .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29|1 4 4 1 6 1 8 6 11 11 8 14 14 8 17 17 6 21 21 21 17 1 27 25 27 27 1 27 1|nsubj det amod obj case obl case nmod punct amod conj punct cc conj punct case nmod punct cc compound conj punct mark det nsubj aux advcl xcomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-09.npy|i heard the master give the order , so i knew there was plenty of good food , and i thought i was well off .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25|1 3 4 1 6 4 10 10 10 1 12 10 12 16 16 13 20 20 20 1 24 24 24 20 1|nsubj det nsubj ccomp det obj punct advmod nsubj conj expl ccomp nsubj case amod nmod punct cc nsubj conj nsubj cop advmod ccomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-10.npy|for a few days all went on well .~|0 1 2 3 4 6 7 8|3 3 3 5 5 5 5 5|case det amod obl nsubj advmod advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-11.npy|i found that my groom understood his business .~|0 2 3 4 5 6 7 8|1 5 4 5 1 7 5 1|nsubj mark nmod:poss nsubj ccomp nmod:poss obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-12.npy|he kept the stable clean and airy , and he groomed me thoroughly ; and was never otherwise than gentle .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20|1 4 4 1 6 4 10 10 10 1 10 10 1 19 19 19 19 19 10 1|nsubj det amod xcomp cc conj punct cc nsubj conj obj advmod punct cc cop advmod advmod case conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-13.npy|he had been a hostler in one of the great hotels in bath .~|0 1 2 3 5 6 7 8 9 10 11 12 13|4 4 4 4 6 4 10 10 10 6 12 10 4|nsubj aux cop det case nmod case det amod nmod case nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-14.npy|he had given that up , and now cultivated fruit and vegetables for the market , and his wife bred and fattened poultry and rabbits for sale .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27|2 2 2 2 8 8 8 2 8 11 9 14 14 8 19 19 18 19 2 21 19 21 24 22 26 21 2|nsubj aux obj compound:prt punct cc advmod conj obj cc conj case det obl punct cc nmod:poss nsubj conj cc conj obj cc conj case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-15.npy|after awhile it seemed to me that my oats came very short ; i had the beans , but bran was mixed with them instead of oats , of which there were very few ; certainly not more than a quarter of what there should have been .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47|1 3 3 5 3 9 8 9 3 11 9 14 14 3 16 14 21 21 21 21 3 23 21 26 24 21 31 29 31 31 26 33 31 3 40 40 40 37 40 31 42 40 46 46 46 42 3|case obl expl case obl mark nmod:poss nsubj csubj advmod xcomp punct nsubj parataxis det obj punct cc nsubj:pass aux:pass conj case obl case fixed obl punct case obl expl acl:relcl advmod nsubj punct advmod advmod advmod fixed det parataxis case nmod expl aux aux acl:relcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-16.npy|in two or three weeks this began to tell upon my strength and spirits .~|0 1 2 3 4 5 7 8 9 10 11 12 13 14|4 4 3 1 6 6 8 6 11 11 8 13 11 6|case nummod cc conj obl nsubj mark xcomp case nmod:poss obl cc conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-17.npy|the grass food , though very good , was not the thing to keep up my condition without corn .~|0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19|2 2 11 2 6 6 11 11 11 11 11 13 11 13 16 13 18 13 11|det amod nsubj punct mark advmod advcl punct cop advmod det mark acl compound:prt nmod:poss obj case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-18.npy|however , i could not complain , nor make known my wants .~|0 1 2 3 4 6 7 8 9 10 11 12|5 5 5 5 5 8 8 5 8 11 9 5|advmod punct nsubj aux advmod punct cc conj xcomp nmod:poss obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-19.npy|so it went on for about two months ; and i wondered that my master did not see that something was the matter .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23|2 2 2 7 6 7 2 2 11 11 2 17 14 17 17 17 11 22 22 22 22 17 2|advmod nsubj advmod case advmod nummod obl punct cc nsubj conj mark nmod:poss nsubj aux advmod ccomp mark nsubj cop det ccomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-20.npy|however , one afternoon he rode out into the country to see a friend of his , a gentleman farmer , who lived on the road to wells .~|0 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28|5 0 3 5 5 5 9 9 5 11 5 13 11 15 13 19 19 19 13 19 22 19 25 25 22 27 22 5|advmod punct nummod obl:tmod nsubj compound:prt case det obl mark advcl det obj case nmod punct det compound appos punct nsubj acl:relcl case det obl case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-21.npy|this gentleman had a very quick eye for horses ; and after he had welcomed his friend , he said , casting his eye over me : it seems to me , barry , that your horse does not look so well as he did when you first had him ; has he been well ?~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55|1 2 6 5 6 2 8 6 2 19 14 14 14 19 16 14 19 19 2 21 19 23 21 25 21 28 28 2 30 28 28 28 39 39 36 39 39 39 28 41 39 44 44 41 48 48 48 44 48 2 54 54 54 28 2|det nsubj det advmod amod obj case nmod punct cc mark nsubj aux advcl nmod:poss obj punct nsubj conj punct advcl nmod:poss obj case obl punct nsubj parataxis case obl punct vocative punct mark nmod:poss nsubj aux advmod parataxis advmod advmod mark nsubj advcl mark nsubj advmod advcl obj punct aux nsubj cop parataxis punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-22.npy|yes , i believe so , said my master ; but he is not nearly so lively as he was ; my groom tells me that horses are always dull and weak in the autumn , and that i must expect it .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42|3 3 3 6 6 3 8 6 6 16 16 16 16 16 16 6 19 19 16 23 22 23 3 23 29 29 29 29 23 31 29 34 34 29 40 40 40 40 40 29 40 3|discourse punct nsubj advmod punct ccomp nmod:poss obj punct cc nsubj cop advmod advmod advmod conj mark nsubj advcl punct nmod:poss nsubj parataxis obj mark nsubj cop advmod ccomp cc conj case det obl punct cc obj nsubj aux conj obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-23.npy|autumn , fiddlesticks , said the farmer .~|0 1 2 3 5 6 7|4 2 0 0 6 4 4|nsubj punct conj punct det nsubj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-24.npy|why , this is only august ; and with your light work and good food , he ought not to go down like this , even if it was autumn .~|0 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30|5 5 5 5 5 5 17 11 11 11 17 14 14 11 17 17 5 20 20 17 20 23 21 20 29 29 29 29 20 5|advmod punct nsubj cop advmod punct cc case nmod:poss amod obl cc amod conj punct nsubj conj advmod mark xcomp advmod case obl punct advmod mark nsubj cop advcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-25.npy|how do you feed him ?~|0 1 2 4 5|3 3 3 3 3|advmod aux nsubj obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-26.npy|my master told him .~|0 1 3 4|1 2 2 2|nmod:poss nsubj obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-27.npy|the other shook his head slowly , and began to feel me over .~|0 1 3 4 5 6 7 8 9 10 11 12 13|1 2 4 2 2 8 8 2 10 8 10 10 2|det nsubj nmod:poss obj advmod punct cc conj mark xcomp obj compound:prt punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-28.npy|i can't say who eats your corn , my dear fellow , but i am much mistaken if your horse gets it .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23|3 3 3 5 3 7 5 11 11 11 5 17 17 17 17 17 3 21 20 21 17 21 3|nsubj aux advmod nsubj ccomp nmod:poss obj punct nmod:poss amod obj punct cc nsubj cop advmod conj mark nmod:poss nsubj advcl obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-29.npy|have you ridden very fast ?~|0 1 3 4 5|2 2 4 2 2|aux nsubj advmod advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-30.npy|no , very gently .~|0 1 2 4|3 3 3 3|discourse punct advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-31.npy|then just put your hand here , he said , passing his hand over my neck and shoulder .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18|2 2 4 2 2 2 8 2 10 8 12 10 15 15 10 17 15 2|advmod advmod nmod:poss obj advmod punct nsubj parataxis punct advcl nmod:poss obj case nmod:poss obl cc conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-32.npy|he is as warm and damp as a horse just come up from grass .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14|3 3 3 5 3 8 8 10 10 3 10 13 10 3|nsubj cop advmod cc conj case det nsubj advmod conj compound:prt case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-33.npy|i advise you to look into your stable a little more .~|0 2 3 4 5 6 7 8 9 10 11|1 1 4 1 7 7 4 9 10 4 1|nsubj obj mark xcomp case nmod:poss obl det nmod:npmod advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-34.npy|i hate to be suspicious , and thank heaven , i have no cause to be , for i can trust my men , present or absent ; but there are mean scoundrels , wicked enough to rob a dumb beast of his food .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44|1 4 4 1 7 7 1 7 11 11 1 13 11 15 13 20 20 20 20 11 22 20 24 22 26 24 1 30 30 1 32 30 34 32 34 37 34 40 40 37 43 43 40 1|nsubj mark cop xcomp punct cc conj obj punct nsubj parataxis det obj mark acl punct mark nsubj aux advcl nmod:poss obj punct amod cc conj punct cc expl conj amod nsubj punct acl advmod mark advcl det amod obj case nmod:poss nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-35.npy|you must look into it .~|0 1 3 4 5|2 2 4 2 2|nsubj aux case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-36.npy|and turning to his man , who had come to take me , give this horse a right good feed of bruised oats , and do n't stint him .~|0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29|13 13 4 4 1 4 8 8 4 10 8 10 13 15 13 19 18 19 13 22 22 19 27 27 27 27 13 27 13|cc advcl case nmod:poss obl punct nsubj aux acl:relcl mark xcomp obj punct det iobj det advmod amod obj case amod nmod punct cc aux advmod conj obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-37.npy|dumb beasts !~|0 2|1 1|amod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-38.npy|yes , we are ; but if i could have spoken , i could have told my master where his oats went to .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23|3 3 3 15 15 10 10 10 10 15 15 15 15 15 3 17 15 21 20 21 15 21 3|discourse punct nsubj punct cc mark nsubj aux aux advcl punct nsubj aux aux conj nmod:poss obj mark nmod:poss nsubj advcl obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-39.npy|my groom used to come every morning about six o'clock , and with him a little boy , who always had a covered basket with him .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26|1 2 4 2 6 4 8 9 4 16 16 13 16 16 16 4 16 20 20 16 23 23 20 25 20 2|nmod:poss nsubj mark xcomp det obl:tmod advmod nummod obl:tmod punct cc case nmod det amod conj punct nsubj advmod acl:relcl det amod obj case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-40.npy|he used to go with his father into the harness room where the corn was kept , and i could see them , when the door stood ajar , fill a little bag with oats out of the bin , and then he used to be off .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47|1 3 1 6 6 3 10 10 10 3 15 13 15 15 10 20 20 20 20 1 20 20 26 25 26 20 26 29 20 32 32 29 34 29 38 38 38 29 43 43 43 43 1 46 46 43 1|nsubj mark xcomp case nmod:poss obl case det compound obl mark det nsubj:pass aux:pass acl:relcl punct cc nsubj aux conj obj punct mark det nsubj advcl advmod punct conj det amod obj case obl case case det obl punct cc advmod nsubj conj mark cop xcomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-42.npy|the boy looked very frightened and began to cry ; but there was no escape , and he led the way to the corn bin .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25|1 2 4 2 6 2 8 6 2 12 12 2 14 12 18 18 18 2 20 18 23 23 18 23 2|det nsubj advmod xcomp cc conj mark xcomp punct cc expl conj det nsubj punct cc nsubj conj det obj case det obl flat punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-43.npy|here the policeman found another empty bag like that which was found full of oats in the boy's basket .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20|3 2 3 6 6 3 8 6 11 11 8 11 14 12 19 17 19 17 14 3|advmod det nsubj det amod obj case nmod nsubj:pass aux:pass acl:relcl xcomp case obl case det nmod:poss case nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-44.npy|filcher was cleaning my feet at the time , but they soon saw him , and though he blustered a good deal they walked him off to the lock-up , and his boy with him .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37|2 2 4 2 7 7 2 12 12 12 12 2 12 23 23 18 18 23 21 21 18 23 2 23 23 30 30 30 30 23 34 34 34 30 36 34 2|nsubj aux nmod:poss obj case det obl punct cc nsubj advmod conj obj punct cc mark nsubj advcl det amod obj nsubj conj obj compound:prt case det compound punct obl punct cc nmod:poss conj case nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-30-45.npy|i heard afterward that the boy was not held to be guilty , but the man was sentenced to prison for two months .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23|1 1 8 5 8 8 8 1 11 11 8 17 17 15 17 17 1 19 17 22 22 17 1|nsubj advmod mark det nsubj:pass aux:pass advmod ccomp mark cop xcomp punct cc det nsubj:pass aux:pass conj case obl case nummod obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-31-01.npy|chapter thirty-one .~|1 2 3 4|0 0 0 0|dep punct dep punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-31-02.npy|a humbug .~|0 2|1 1|det punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-31-03.npy|my master was not immediately suited , but in a few days my new groom came .~|0 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16|1 5 5 5 5 15 15 11 11 11 15 14 14 15 5 5|nmod:poss nsubj:pass aux:pass advmod advmod punct cc case det amod obl nmod:poss amod nsubj conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-31-04.npy|he was a tall , good-looking fellow enough ; but if ever there was a humbug in the shape of a groom , alfred smirk was the man .~|0 1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30|8 8 8 8 8 7 7 8 8 8 29 13 15 15 8 17 15 20 20 17 23 23 20 29 26 29 29 29 8 8|nsubj cop det amod punct amod punct amod amod punct cc mark advmod expl conj det nsubj case det nmod case det nmod punct compound nsubj cop det parataxis punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-31-05.npy|he was very civil to me and never used me ill ; in fact , he did a great deal of stroking and patting , when his master was there to see it .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33|3 3 3 5 3 8 8 3 8 8 16 13 16 13 16 3 19 19 16 21 19 23 21 29 29 27 29 29 16 31 29 31 3|nsubj cop advmod case obl cc advmod conj obj xcomp punct case obl punct nsubj parataxis det amod obj case acl cc conj punct mark nmod:poss nsubj cop advcl mark advcl obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-31-07.npy|he left my bit rusty , my saddle damp , and my crupper stiff .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14|1 3 1 1 8 7 8 1 13 13 12 13 1 1|nsubj nmod:poss obj xcomp punct nmod:poss nsubj parataxis punct cc nmod:poss nsubj conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-31-08.npy|alfred smirk considered himself very handsome ; he spent a great deal of time about his hair , whiskers and necktie , before a little looking glass in the harness room .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31|2 0 2 5 2 2 8 2 11 11 8 13 11 16 16 8 18 16 20 16 8 26 26 26 26 8 30 30 30 26 2|nsubj flat obj advmod xcomp punct nsubj parataxis det amod obj case nmod case nmod:poss obl punct conj cc conj punct case det amod amod obl case det compound nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-31-09.npy|when his master was speaking to him it was always , yes , sir ; yes , sir , touching his hat at every word ; and every one thought he was a very nice young man , and that mister barry was very fortunate to meet with him .~|0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49|4 2 4 4 13 6 4 13 13 13 13 13 13 13 17 17 13 19 13 21 19 24 24 19 29 29 28 29 8 36 36 36 34 36 36 29 44 44 44 44 44 44 44 36 46 44 48 46 13|mark nmod:poss nsubj aux advcl case obl nsubj cop advmod punct discourse punct punct discourse punct conj punct conj nmod:poss obj case det obl punct cc det nsubj conj nsubj cop det advmod amod amod ccomp punct cc mark nsubj nsubj cop advmod conj mark advcl case obl punct
